protein ID,Rank,Score
d5u3fa_,3745,-4.142578669956753
d3l81a_,3746,-4.142641510282244
d4bvqa1,3747,-4.14286606652396
d6tl8a_,3748,-4.142918722970145
d1qnra_,3749,-4.143031631197248
d4j9wa_,3750,-4.143100534166608
d1moqa_,3751,-4.143412011010306
d2ncda_,3752,-4.143574782780239
d2b3ta_,3753,-4.143628188541958
d1tyza_,3754,-4.143782411302839
d3cl6a_,3755,-4.1441561835152765
d6np3a_,3756,-4.144217933927264
d1bxka_,3757,-4.144264153071812
d1j96a1,3758,-4.144651481083462
d1t94a2,3759,-4.144860812595913
d3ts7a1,3760,-4.145001241139004
d1frba_,3761,-4.145050764083862
d4ky9a_,3762,-4.145199911934989
d4hbka_,3763,-4.145258120128086
d3htoa_,3764,-4.145442519869123
d3tjia2,3765,-4.1456902367728095
d2p67a1,3766,-4.145693063735962
d2shpa1,3767,-4.145720720291138
d5hhaa_,3768,-4.1457953112466
d2b1xa2,3769,-4.146267652511597
d5xn5a_,3770,-4.146510941641671
d6i2mb_,3771,-4.146758386066982
d2frva_,3772,-4.146897724696568
d3rdka_,3773,-4.147013221468244
d2pula_,3774,-4.147115571158273
d3dpia_,3775,-4.1472271510532925
d1v6ya1,3776,-4.14762374332973
d6pnxa_,3777,-4.147824628012521
d6o63a_,3778,-4.148015056337629
d1dfoa_,3779,-4.148769957678659
d4hwsa1,3780,-4.148823499679565
d3t6ca2,3781,-4.149019241333008
d5u4qa1,3782,-4.149246828896659
d3c9fa2,3783,-4.149264505931309
d4rdza1,3784,-4.149532726832798
d3p32a_,3785,-4.149938651493618
d5ggya1,3786,-4.150313581739153
d5zxla_,3787,-4.15079310962132
d4gypa2,3788,-4.150794506072998
d2igta1,3789,-4.150858810969761
d4kala_,3790,-4.150927271161761
d1nexb2,3791,-4.151209729058402
d5kb6a_,3792,-4.151572261537824
d1okca_,3793,-4.1523060117449075
d1vl4a_,3794,-4.1525404793875555
d2aega1,3795,-4.152631929942539
d1sgfg_,3796,-4.152885368892124
d2bogx_,3797,-4.152932677950178
g1pyo.1,3798,-4.152941192899432
d1di1a_,3799,-4.153132404599871
d6hr4a2,3800,-4.153310639517648
d6pida1,3801,-4.153487239565168
d1j09a2,3802,-4.15352988243103
d3srea_,3803,-4.1535893848964145
d3l6ba_,3804,-4.15388069834028
d1kbla3,3805,-4.1540747710636685
d3krua_,3806,-4.154152699879238
d2astb2,3807,-4.154568467821393
d1c8ba_,3808,-4.154620272772653
d1h21a_,3809,-4.154741423470633
d3eoja_,3810,-4.154908963612148
d4c20a1,3811,-4.1549710886819025
d2dr1a_,3812,-4.155326059886387
d3cu0a2,3813,-4.155710015978132
d2zlza_,3814,-4.155918632234846
d2wwwa_,3815,-4.15594516481672
d1g5ia2,3816,-4.15644325528826
d1bx4a_,3817,-4.156465428216117
d4d9ba_,3818,-4.156639644077846
d6d4ra_,3819,-4.156800304140363
d2rada1,3820,-4.156808342252459
d1zcma1,3821,-4.156825951167515
d1e22a2,3822,-4.157099519457136
d3slga_,3823,-4.157139267240252
d6tvba1,3824,-4.157177346093314
d2asha_,3825,-4.157309804643903
d6vrfa_,3826,-4.157349756785801
d3sz3a1,3827,-4.157724176134382
d4b6la_,3828,-4.158794845853533
d4pswa_,3829,-4.158849443708148
d5jowa1,3830,-4.159346308026995
d6ltta_,3831,-4.159752232687814
d1p91a_,3832,-4.159906217030117
d2iq7a_,3833,-4.160065140042986
d1jz8a4,3834,-4.160123791013445
d2f71a_,3835,-4.160445383616856
d1hjxa1,3836,-4.160778760910034
d4f0ha2,3837,-4.1608476638793945
d3tbfa_,3838,-4.161421401160104
d3fcya_,3839,-4.161615746361869
d3hlxa1,3840,-4.161865404673985
d1x9na1,3841,-4.161884478160313
d1laue_,3842,-4.161935022899082
d4uqra_,3843,-4.162216901779175
d3si9a1,3844,-4.162233897617885
d6bm5a_,3845,-4.162908179419381
d4fkea4,3846,-4.163224015917097
d6t2wa_,3847,-4.16324291910444
d1ev7a_,3848,-4.163476943969727
d1vrda1,3849,-4.163622038705008
g1ibv.1,3850,-4.163965804236276
d4ynoa1,3851,-4.1645199571337015
d1e19a_,3852,-4.164580549512591
d6dfua_,3853,-4.1653003352028986
d1v72a1,3854,-4.165308066776821
d4fira_,3855,-4.165544509887695
d4uy9a_,3856,-4.1657229491642545
d4bsga_,3857,-4.166028601782663
d1hwla2,3858,-4.166059936795916
d6yapa2,3859,-4.166151830128261
d4gria1,3860,-4.16617260660444
d1mvha_,3861,-4.166649307523455
d4dq1a_,3862,-4.1667037691388815
d2hg0a1,3863,-4.167037691388812
d1orna1,3864,-4.167256389345441
d5o79a_,3865,-4.167265721729824
d1ua7a2,3866,-4.167291232517788
d5c05a2,3867,-4.1673155171530585
d1tdja1,3868,-4.167353016989572
d6wrha2,3869,-4.16765022277832
d7k74a1,3870,-4.167749473026821
d1pa2a1,3871,-4.167767150061471
d3a2ba_,3872,-4.16803114754813
d1c3ca_,3873,-4.16805488722665
d3i1ia_,3874,-4.168382269995553
d3m2wa_,3875,-4.1685758999415805
d3hf1b_,3876,-4.168614591870989
d1aina_,3877,-4.168976613453457
d2xe1a_,3878,-4.168983493532453
d1isia_,3879,-4.1692781788962225
d1vrba1,3880,-4.1693893160138815
d6mgua1,3881,-4.169746024268014
d2huoa1,3882,-4.170148406709943
d3kmua_,3883,-4.170534644808088
d1goxa_,3884,-4.170581783567156
d1kf6a2,3885,-4.17082006590707
d3u0ga_,3886,-4.171118225370135
d1p4da_,3887,-4.1713016373770575
d6ea4a4,3888,-4.171568870544434
d1juha_,3889,-4.171585730143955
d4rpda1,3890,-4.171628611428397
d2drha_,3891,-4.171706199645996
d2gn0a1,3892,-4.172009365899222
d1hzfa_,3893,-4.1720307895115445
d1c4za_,3894,-4.172112498964582
d1ry6a_,3895,-4.172185012272426
d3enka_,3896,-4.1722287109919955
d2xvxa_,3897,-4.172433478491647
d1wera_,3898,-4.172469649996076
d4kkma_,3899,-4.172496557235718
d1ep3a_,3900,-4.172833340508597
d2hm7a_,3901,-4.173151084354946
d1pjra2,3902,-4.173280681882586
d5ysca_,3903,-4.1737565994262695
d1y4wa2,3904,-4.17403599194118
d1yg9a1,3905,-4.174337421144758
d1dnpa1,3906,-4.174476248877389
d3lxya_,3907,-4.1744867733546664
d2ynaa_,3908,-4.174491575786045
d2bzla_,3909,-4.174499647957938
d3t8ja_,3910,-4.174681118556431
d1nsta_,3911,-4.17479133605957
d2gjta1,3912,-4.174961703164237
d1s6ma_,3913,-4.175596475601196
d6hzja1,3914,-4.175708736692156
d1pfza_,3915,-4.175750187465122
d1u0bb2,3916,-4.175920520509992
d1b3oa1,3917,-4.176324571881976
d6rqqa_,3918,-4.176841156823294
d4fcfa_,3919,-4.177110024860927
d1nd4a_,3920,-4.177210807800293
d6syna2,3921,-4.177224159240723
g1aht.1,3922,-4.17745954649789
d6w7ja2,3923,-4.177470002855573
d5cyfa_,3924,-4.177620206560407
d3zm1a1,3925,-4.177917855126517
d1uira_,3926,-4.178379535675049
d3jb9c_,3927,-4.178532600402832
d4wmea_,3928,-4.1786137989589145
d1flja_,3929,-4.178625651768276
d5oyaa2,3930,-4.179165465491159
d4x30a_,3931,-4.17917275428772
d2aqxa_,3932,-4.179179634366717
d6aufb_,3933,-4.1792000361851285
d7k72a_,3934,-4.179308755057199
d1r8ka_,3935,-4.179389953613281
d2ibna1,3936,-4.179559435163226
d5nxua_,3937,-4.1799412454877585
d1ml9a_,3938,-4.18029202733721
d1c0da_,3939,-4.180297647203718
d7b1sc_,3940,-4.180502414703369
d1nkva_,3941,-4.180680990219116
d4q7za_,3942,-4.180850403649466
d5v0ia_,3943,-4.180886234555926
d1n8fa_,3944,-4.180933679853167
d1wz9a_,3945,-4.181298630578177
d6ayua1,3946,-4.182019165584019
g1w2w.1,3947,-4.182214634759085
d2uw1a_,3948,-4.182429790496826
d5yloa_,3949,-4.182689939226423
d1zrha_,3950,-4.182712180273874
d2xzga1,3951,-4.182805061340332
d3l55a_,3952,-4.183005639484951
d2pifa1,3953,-4.183527912412371
d1lqaa_,3954,-4.183609655925205
d5waxa_,3955,-4.183684553418841
d4mhba_,3956,-4.184323617390224
d6gl0a1,3957,-4.184635775429862
d3bzca3,3958,-4.184914725167411
d4xzba1,3959,-4.1849972520555765
d1vh4a_,3960,-4.185232979910714
d1oi2a_,3961,-4.185332025800433
d5jpfa_,3962,-4.185351610183716
d2r8qa_,3963,-4.185367788587298
d1hqsa_,3964,-4.185450656073434
d4nf0a_,3965,-4.185489756720407
d3niza1,3966,-4.186021600450788
d3cova_,3967,-4.186351231166294
d1wxxa2,3968,-4.18648099899292
d2b3tb1,3969,-4.186716113771711
d4ts1a_,3970,-4.18695422581264
d3fj1a1,3971,-4.187085866928101
d1v7va2,3972,-4.1871214253561835
d2ixna1,3973,-4.187368835721697
d4p56a_,3974,-4.187371560505459
d1sq4a_,3975,-4.1873858996800015
d2choa2,3976,-4.188026496342251
d6yrda_,3977,-4.188074009759085
d1q74a_,3978,-4.188091925212315
d6iwfa_,3979,-4.188116414206369
d5kswa_,3980,-4.188485826764788
d1i6ma_,3981,-4.188724211284092
d1q5ma_,3982,-4.189219815390451
d2h1ra_,3983,-4.189478669847761
d2cfta_,3984,-4.189673253468105
d3inna1,3985,-4.189697674342564
d6b5fa1,3986,-4.1897731849125455
d3uf0a_,3987,-4.18987386567252
d1i4aa_,3988,-4.189890793391636
d2huna_,3989,-4.190099375588553
d3dy7a_,3990,-4.19015680040632
d1jq5a_,3991,-4.190263748168945
d1rqja_,3992,-4.190403733934675
d4qqwa1,3993,-4.190448590687343
d2ef5a_,3994,-4.190993104662214
d1cvra2,3995,-4.191142490931919
d2b5la2,3996,-4.19228914805821
d2e11a_,3997,-4.192346675055368
d3my0a1,3998,-4.192591292517526
d3mgaa2,3999,-4.192682538713727
d4quka_,4000,-4.192853144236973
d2ybqa_,4001,-4.1929691178458075
d2ocda1,4002,-4.193022319248745
g1lyw.1,4003,-4.193056004387992
d1k1xa3,4004,-4.193254164287022
d1r9la_,4005,-4.193363019398281
d4nt4a1,4006,-4.193506615502494
d1e9yb2,4007,-4.193554094859532
d3m5ua_,4008,-4.19362735748291
d4h3za1,4009,-4.193725824356079
d1chua2,4010,-4.1937934671129495
d5uwxa1,4011,-4.1937989848000665
d1siga1,4012,-4.195009878703526
d3ku4a_,4013,-4.195199864251273
d1jlna1,4014,-4.195236819131034
d6hlya1,4015,-4.195246662412371
d2i0wa_,4016,-4.195940937314715
d1pcva_,4017,-4.195940937314715
d3g64a_,4018,-4.195960249219622
d3hn3a3,4019,-4.196222305297852
g1fiw.1,4020,-4.196445567267282
g1apy.1,4021,-4.196788038526263
d4v2ia_,4022,-4.196950674057007
d1elva1,4023,-4.196973664419992
d1vlja1,4024,-4.197020496640887
d3nioa_,4025,-4.1970982892172675
d2gx8a1,4026,-4.197172130857195
d5e8ka_,4027,-4.197216306413923
d7reua_,4028,-4.197460583278111
g1d4m.1,4029,-4.197586400168283
g1rtf.1,4030,-4.198150021689279
d2d81a1,4031,-4.198217017310006
d1hyoa2,4032,-4.198383808135986
d1n00a1,4033,-4.198609386171613
d6d7ca_,4034,-4.198734521865845
d1rqba2,4035,-4.198962381907871
d1v9ma_,4036,-4.199171883719308
d2r6sa_,4037,-4.1994231428418844
d4wy5a_,4038,-4.1994452476501465
d3cu7ae,4039,-4.199527195521763
d5j92a_,4040,-4.1995342799595425
d5trwa_,4041,-4.199615206037249
d2dfka1,4042,-4.199663877487183
d1rzhm_,4043,-4.199837718691144
d7duob_,4044,-4.2000084945133755
d3g0ea1,4045,-4.200368574687412
d1lara1,4046,-4.200454439435687
d5uy7a_,4047,-4.200983830860683
d3mmia_,4048,-4.200986794063023
d2p4qa2,4049,-4.201436792101179
d1vz5a_,4050,-4.2015092713492255
d1sva1_,4051,-4.201642036437988
d3n6wa2,4052,-4.2016489165169855
d6ahsa_,4053,-4.201672996793475
d1eepa_,4054,-4.201883486339024
d1e25a_,4055,-4.201900652476719
d3pk7a2,4056,-4.201971088136945
d3ja842,4057,-4.20209138734
d3ja872,4058,-4.202290058135986
d3rlfg_,4059,-4.202390841075352
d5zspa1,4060,-4.2024608339582175
d3i0ja_,4061,-4.202720880508423
d5kycb_,4062,-4.202756575175694
d4l42a_,4063,-4.2028359685625345
d5ganf2,4064,-4.20285667691912
d1mira_,4065,-4.203149386814663
d4lw8a_,4066,-4.20389815739223
d4rxua_,4067,-4.2041825566973
d6vbca1,4068,-4.204235145023891
d1xkta1,4069,-4.204414878572736
d2ijra1,4070,-4.2045308862413675
d2ca6a_,4071,-4.204649141856602
d6yjea1,4072,-4.204896313803537
d5awma_,4073,-4.204985414232526
d5zcma1,4074,-4.205078704016549
d1jw9b_,4075,-4.205163955688477
d4ea3a_,4076,-4.205190113612583
d1uoza1,4077,-4.205333539417812
d1jbuh_,4078,-4.205642529896328
d6b10a1,4079,-4.20598384312221
d6vc5a1,4080,-4.206217970166888
d3soca1,4081,-4.20650441305978
d3swta_,4082,-4.2065378938402445
d1nfga2,4083,-4.20693986756461
d3uk2a1,4084,-4.20708121572222
d3f6ya_,4085,-4.207101583480835
d3blxb_,4086,-4.207373346601214
d1ef7a_,4087,-4.20741469519479
d6w6ga2,4088,-4.207481861114502
d2v9za_,4089,-4.207772323063442
d3ru8x1,4090,-4.2078021594456265
d6gams_,4091,-4.2079246044158936
d2f9na_,4092,-4.207959822246006
d1seka_,4093,-4.208601168223789
d3fkda_,4094,-4.208908217293875
d6tu2a_,4095,-4.209031241280692
d5jgya_,4096,-4.209062440054757
d6ijna1,4097,-4.209093400410244
d1avca2,4098,-4.209122691835676
d1k25a4,4099,-4.209190811429705
d2bdwa_,4100,-4.2093643460954935
d1w6ka2,4101,-4.20946877343314
d1tme1_,4102,-4.20948338508606
d7bdkj1,4103,-4.209733724594116
d6kbla1,4104,-4.2097364493778775
d3uc4a_,4105,-4.209917715617588
d6azya3,4106,-4.210207802908761
d6b8da1,4107,-4.2102126734597345
d1wqla2,4108,-4.210516963686262
d6eida_,4109,-4.210575648716518
d1jmma_,4110,-4.210610321589878
d1tzsa_,4111,-4.210875715528216
d1g71a_,4112,-4.210877043860299
d1tm0a_,4113,-4.210899659565517
d4rnaa2,4114,-4.2109466280256
g1csb.1,4115,-4.211570194789341
d6s42a_,4116,-4.211625065122332
d6v49a1,4117,-4.2116995879582
d1gp6a_,4118,-4.211768729346139
d2nyda1,4119,-4.211938210896084
d6n91a_,4120,-4.212192365101406
d1blxa_,4121,-4.212368897029331
d1idka_,4122,-4.212530476706369
d2htma_,4123,-4.212642669677734
d2rfga_,4124,-4.212718486785889
d3qyja_,4125,-4.2128633090427945
d3eeoa_,4126,-4.212980781282697
d5h38a_,4127,-4.213380541120257
d7axea_,4128,-4.214013406208584
d1rifa_,4129,-4.214484316962106
d1vbua_,4130,-4.214515754154751
d3lfua2,4131,-4.214664425168719
d5y4za1,4132,-4.214816978999546
d5mlga1,4133,-4.214977843420846
d5fzoa1,4134,-4.215100152151925
d2bzrb2,4135,-4.215177059173584
d2hc1a_,4136,-4.215409278869629
d3uboa1,4137,-4.215485674994333
d1z8ga1,4138,-4.2155866622924805
d2wy8a_,4139,-4.215810060501099
d5n1qc_,4140,-4.216164078031268
d3tzma_,4141,-4.21643556867327
d1vf8a1,4142,-4.216469253812518
d2g36a1,4143,-4.21674759047372
d1lj8a4,4144,-4.217269045966012
d2onda1,4145,-4.217272826603481
d6j6ta_,4146,-4.217561415263584
d6ra7a_,4147,-4.217592205320086
d4wpka1,4148,-4.217603376933506
d1u59a1,4149,-4.217665433883667
d1yhta1,4150,-4.217860868998936
d1hwld2,4151,-4.2179838589259555
d2p9ba2,4152,-4.21800650869097
d2etga_,4153,-4.218075581959316
d2g50a2,4154,-4.2181001390729636
d5xa2a_,4155,-4.218298230852399
d4amta_,4156,-4.218545913696289
d4hpga_,4157,-4.218593972069876
d4yuxa_,4158,-4.218674455370222
d4myla_,4159,-4.2187322207859586
d4ckja1,4160,-4.218772888183594
d1z7ma1,4161,-4.21880909374782
d2nw8a_,4162,-4.219207525253296
d3h7ua_,4163,-4.219264030456543
d6ifea1,4164,-4.21926896912711
d1svda1,4165,-4.219406706946237
d5ay7a_,4166,-4.219700268336704
d2obea1,4167,-4.219755990164621
d5inga2,4168,-4.219808714730399
d1dk5a1,4169,-4.220116342817034
d1kcxa2,4170,-4.220275333949497
d6e36a_,4171,-4.220275368009295
d1nova_,4172,-4.220491170883179
d3jbra1,4173,-4.22081732749939
d3dwga1,4174,-4.221006699970791
d1pyya4,4175,-4.221267018999372
d2i06a_,4176,-4.2213195732661655
d3bx3b_,4177,-4.221700021198818
d2w40a1,4178,-4.221884489059448
d2ou2a_,4179,-4.222127607890537
d2c47a_,4180,-4.2221282209668844
d5o9ca_,4181,-4.222361530576434
g1ucy.1,4182,-4.222367559160505
d1tmf1_,4183,-4.222393819264004
d3nxsa_,4184,-4.22255185672215
d6w3za_,4185,-4.222576992852347
d6q4xa1,4186,-4.222707646233695
d6a1ia2,4187,-4.2227655819484164
d2fpza_,4188,-4.223032372338431
d4xtka_,4189,-4.223056656973703
d3fcxa_,4190,-4.223123073577881
d2qeqa1,4191,-4.223207678113665
d4a2pa2,4192,-4.223484448024204
d4dv8a1,4193,-4.2235324042184015
d1b4ka_,4194,-4.2238427230290005
d1jsda_,4195,-4.224056039537702
g2hnt.1,4196,-4.224222115107945
d1cjaa_,4197,-4.2249656064169745
d1mlwa_,4198,-4.225043603352138
d4ggca_,4199,-4.225057329450335
d1ehya1,4200,-4.225106409617832
d4hl7a2,4201,-4.225180796214512
d2v7oa1,4202,-4.225306102207729
d3iplc1,4203,-4.225671223231724
d3lppa1,4204,-4.2257117203303745
d2pnsa_,4205,-4.225727217538016
d6eboa_,4206,-4.225733995437622
d2oaya1,4207,-4.226246527263096
d2a9da2,4208,-4.226348468235561
d3gylb_,4209,-4.226405382156372
d3ro8a1,4210,-4.226810761860439
d1dpga2,4211,-4.227040018354144
d6gzda_,4212,-4.22742097718375
d4j5ia_,4213,-4.227428606578282
d1vjua1,4214,-4.227516685213361
d5h4ua1,4215,-4.227539573396955
d7laoa1,4216,-4.2276458740234375
d4du5a_,4217,-4.227659259523664
d5ikma_,4218,-4.228363786424909
d1m9ia2,4219,-4.228813375745501
d3h2xa_,4220,-4.229024887084961
g1bev.1,4221,-4.229091303689139
d3fzqa_,4222,-4.229143074580601
d2yy7a_,4223,-4.229249886104038
d1fbaa_,4224,-4.229345219475882
d2jlqa1,4225,-4.229391711098807
d4w88a_,4226,-4.229872362954276
d1ht6a2,4227,-4.230272361210415
d3wxla2,4228,-4.230476311274937
d1zq1a2,4229,-4.2305064882550925
d1v0la_,4230,-4.2308104038238525
d1crka2,4231,-4.230902024677822
d1r5ja_,4232,-4.230985164642334
d1w4ta1,4233,-4.231056485857282
d4wu0a_,4234,-4.231263058526175
d4juua1,4235,-4.232085534504482
d2w96b_,4236,-4.232159546443394
d6uzta2,4237,-4.2322287900107245
d1thea_,4238,-4.2322733742850165
d1rh9a1,4239,-4.232316255569458
d6k7ra_,4240,-4.232317209243774
d3ziza_,4241,-4.23244537625994
d2wsba_,4242,-4.232490164893014
d6q4ga_,4243,-4.232655729566302
d6uraa2,4244,-4.2327166966029575
d1q1aa_,4245,-4.232928003583636
d3umca1,4246,-4.2329418659210205
d5xz7a1,4247,-4.232982158660889
d7kesa_,4248,-4.233008759362357
d6tszu1,4249,-4.233163322721209
d1m0za_,4250,-4.2331748349325995
d1d7la1,4251,-4.233183315822056
d1o4sa_,4252,-4.2335502079554965
d1db3a_,4253,-4.233631168093
d1gcaa_,4254,-4.233816317149571
d6id6a1,4255,-4.233867985861642
d6wnha2,4256,-4.233876671109881
d1zbqa1,4257,-4.23399601663862
d3brma_,4258,-4.234226431165423
d5mifa_,4259,-4.234341382980347
d5troa2,4260,-4.2343588556562155
d5o3ua2,4261,-4.234368596758161
d1ujpa_,4262,-4.234390905925205
d1qyia1,4263,-4.234405551637922
d1jnfa2,4264,-4.234498364584787
d4k5ua_,4265,-4.234543834413801
d1jjcb5,4266,-4.234843799046108
d6lyha_,4267,-4.235068729945591
d6d5ca1,4268,-4.235345840454102
d1dcsa_,4269,-4.235496418816703
d2dc7a_,4270,-4.235507692609515
d3sila_,4271,-4.2355716569083075
d6b3ia_,4272,-4.235744987215314
d1wtaa_,4273,-4.236320972442627
d6ctha1,4274,-4.236583437238421
d6k0ga_,4275,-4.236679894583566
d3h4sa1,4276,-4.237112079347883
d2heka1,4277,-4.237159831183297
d2c0ha1,4278,-4.237227167401995
d6d1oa_,4279,-4.237363849367414
d4mlaa2,4280,-4.237379278455462
d1miwa1,4281,-4.2375014168875555
d2c61a1,4282,-4.237795114517212
d3hmoa_,4283,-4.237854412623814
d3afha1,4284,-4.238048042569842
d1xhba2,4285,-4.2383231435503275
d5zqsa1,4286,-4.238694974354336
d1szna2,4287,-4.238895859037127
d1efdn_,4288,-4.238903760910034
d4hvsa1,4289,-4.239257778440203
d2asub_,4290,-4.2394007955278665
d1mjta1,4291,-4.240174838474819
d4if2a_,4292,-4.240334681102207
d4feva_,4293,-4.240425893238613
d1avca1,4294,-4.2405869620186945
d6gw0a1,4295,-4.240601335253034
d2pfza_,4296,-4.24068866457258
d3gc6a_,4297,-4.240832805633545
d1ve2a1,4298,-4.240857124328613
d3skpa_,4299,-4.240879058837891
d6i7ua_,4300,-4.240962675639561
d1j5wa_,4301,-4.240966899054391
d1j5va1,4302,-4.24116199357169
d3eyka_,4303,-4.2414028985159735
d2i71a1,4304,-4.241443497794015
d6gw4a_,4305,-4.241518497467041
d1nlfa_,4306,-4.241522925240653
d3m5ja_,4307,-4.241639988762992
d2uwaa_,4308,-4.241685049874442
d2h2wa_,4309,-4.241919960294451
d4kzga1,4310,-4.241976635796683
d5z5ia1,4311,-4.242155245372227
d2exha2,4312,-4.242309297834124
d3jbra3,4313,-4.242353745869228
d3cj1a2,4314,-4.242709364209857
d1um8a_,4315,-4.242755923952375
d2pzma1,4316,-4.242763348988125
d3rpta1,4317,-4.243455682482038
d2bjua1,4318,-4.243490866252354
d1dmua_,4319,-4.243516956056867
d2ac3a1,4320,-4.243527889251709
d5xrsa_,4321,-4.243598869868687
d1qo5b_,4322,-4.243747268404279
d1e9ga_,4323,-4.244339534214565
d6kipa1,4324,-4.2443676335471014
d2i0ya_,4325,-4.244873898369925
d5ehia1,4326,-4.245486463819232
d5lhra_,4327,-4.245491913386753
d1brup_,4328,-4.246236971446446
d3wz1a_,4329,-4.246422120503017
d4le6a_,4330,-4.2465498106820245
d6tk9a_,4331,-4.246646744864328
d1xkga1,4332,-4.246823413031442
d1tfda_,4333,-4.246843269893101
d3w24a_,4334,-4.247011286871774
d7cpla1,4335,-4.247339861733573
d4a14a_,4336,-4.2476248400551935
d1coya1,4337,-4.248125416891916
d1qhta1,4338,-4.248147828238351
d1ur3m_,4339,-4.248189721788679
d2v8ta_,4340,-4.2483340331486295
d5vsca_,4341,-4.248365879058838
d4bn4a_,4342,-4.248495101928711
d5fvna_,4343,-4.248517751693726
d4k8la1,4344,-4.248779433114188
d1gzka_,4345,-4.24881454876491
d2blea_,4346,-4.248865502221244
d1rfma_,4347,-4.248977490833828
d1xkua_,4348,-4.2490896838051935
d5jx5a_,4349,-4.249271767480033
d3p54a1,4350,-4.2492788178580145
d1yq2a5,4351,-4.249287843704224
d6am7a_,4352,-4.249579838344029
d4bx0a_,4353,-4.24960902759007
d4w91a_,4354,-4.249851635524204
d3tqka_,4355,-4.2498679501669745
d6hrla_,4356,-4.249900136675153
d1keta_,4357,-4.249913488115583
d2nz6a1,4358,-4.249945163726807
d4a82a1,4359,-4.249951771327427
d5hj9a_,4360,-4.249985933303833
d7k86a1,4361,-4.250010320118496
d1z7aa1,4362,-4.2500747953142435
d1lzka_,4363,-4.250116654804775
d6a0pa1,4364,-4.250119004930768
d6rkea_,4365,-4.2501935958862305
d6l59b_,4366,-4.250609227589199
d3pdfa2,4367,-4.250625133514404
d7c3ka1,4368,-4.2507131440298895
d1svva_,4369,-4.250913722174508
d6ll8a_,4370,-4.2510130405426025
d2wela_,4371,-4.2513788768223355
d1kewa_,4372,-4.251746756689889
d4nega_,4373,-4.252023186002459
d1h6la_,4374,-4.252052000590733
d1tjya1,4375,-4.252056326184954
d2a5yb3,4376,-4.25213885307312
g1f8v.2,4377,-4.2523574488503595
d4ez8a_,4378,-4.25247859954834
d2v8oa2,4379,-4.252527407237461
d1q44a_,4380,-4.252557413918631
d1sb8a_,4381,-4.252573932920184
d3b2ba_,4382,-4.252598524093628
d1ovle_,4383,-4.252841540745327
d6jifa_,4384,-4.253158160618374
d1yloa2,4385,-4.253300598689488
d2izra_,4386,-4.253487655094692
d1m9ia1,4387,-4.253527777535575
d5e8ha_,4388,-4.253646509987967
d1umza_,4389,-4.254328829901559
d1pj5a4,4390,-4.254402535302298
d6q0aa_,4391,-4.254432507923672
d2fvya_,4392,-4.2546310765402655
d4c41a_,4393,-4.255058969770159
d1iyna_,4394,-4.255177770342145
d3r6ja_,4395,-4.255282163619995
d2wira_,4396,-4.255307606288365
d1l0qa2,4397,-4.255871091570173
d6s97a_,4398,-4.255936282021659
d5ms4a_,4399,-4.2559419359479636
d2o57a1,4400,-4.256099087851388
d3zxya1,4401,-4.256182023457119
d1spja_,4402,-4.256250619888306
d3uq8a_,4403,-4.256276879991804
d4g2da_,4404,-4.256367547171457
d2amxa1,4405,-4.256394726889474
d7k3ta_,4406,-4.256520066942487
d2piya_,4407,-4.256627968379429
d2zoca_,4408,-4.256811686924526
d5vgma1,4409,-4.25681175504412
d6qyaa_,4410,-4.256839752197266
d1gz6a_,4411,-4.257255894797189
d5tqia1,4412,-4.257604905537197
d2ixma1,4413,-4.257647446223667
d4n0la_,4414,-4.257942199707031
d1vpqa1,4415,-4.257949556623187
d3sqgb2,4416,-4.257983820778983
d5s75a_,4417,-4.258023398263114
d1l6sa_,4418,-4.258138792855399
d4ydea_,4419,-4.258192028318133
d5teva_,4420,-4.258557558059692
d1pytd_,4421,-4.258667537144253
d1yoea1,4422,-4.258730241230556
d2nzta4,4423,-4.25892390523638
d4gnra_,4424,-4.2591869831085205
d3m00a2,4425,-4.259212493896484
d4hzra_,4426,-4.259921516690936
d3d03a_,4427,-4.260014636175973
d3pu5a1,4428,-4.260156188692365
d4hcha2,4429,-4.260218484061105
d1dixa_,4430,-4.260415928704398
d5j0aa1,4431,-4.260528019496372
d1k9oi_,4432,-4.260608570916312
d1jeya1,4433,-4.260804857526507
d3q12a1,4434,-4.260824169431414
d1gq6a_,4435,-4.260895115988595
d1r88a_,4436,-4.26123401096889
d1z70x_,4437,-4.2613019943237305
d1za0a1,4438,-4.261326551437378
d1jjia_,4439,-4.261792932237897
d4dxwa_,4440,-4.261950050081525
d5j8qa1,4441,-4.262542247772217
d5i84a_,4442,-4.262718098504203
d5h68a_,4443,-4.263045787811279
d2e54a_,4444,-4.263068471636091
d5dx5a_,4445,-4.26323287827628
d1poia_,4446,-4.263268027986799
d2o5ra1,4447,-4.263416085924421
d6m35a_,4448,-4.2635530063084195
d2pl5a1,4449,-4.263607706342425
d3frxa_,4450,-4.263707399368286
d1c3pa_,4451,-4.263967309679304
d3wkra1,4452,-4.2641564437321255
d3ffha1,4453,-4.264180728367397
d4ubta1,4454,-4.26419118472508
d2io8a3,4455,-4.264261416026524
g2pka.1,4456,-4.264268364225115
d5gj3a1,4457,-4.264351265771048
d4ywsa2,4458,-4.264417001179287
d2pkfa1,4459,-4.2644685336521695
d2wk1a_,4460,-4.264533724103655
d4jxua_,4461,-4.264694452285767
d4oova1,4462,-4.264813048498971
d1us2a2,4463,-4.264828613826206
